ensg	name	MEF	OSK iCD1 D0	OSK iCD1 D1	OSK iCD1 D3	OSK iCD1 D5	OSK iCD1 D8	OSK iCD1 D10	ESC 2iLIF
ENSMUSG00000011158	Brf1	333.0	339.0	352.5	457.5	374.0	276.0	400.0	281.0
ENSMUSG00000051579	Tceal8	1915.0	1161.0	1384.0	1180.5	1219.5	998.0	1052.5	291.5
ENSMUSG00000041147	Brca2	164.0	118.5	249.5	198.5	320.5	527.0	295.0	314.5
ENSMUSG00000079304	4933413G19Rik	114.0	27.0	49.5	29.5	43.5	22.0	22.5	42.0
ENSMUSG00000068206	Pick1	124.0	201.5	208.5	243.5	299.5	453.5	394.5	417.0
ENSMUSG00000001420	Tmem79	13.0	13.0	49.5	71.5	70.0	127.0	45.0	62.0
ENSMUSG00000032897	Nfyc	719.0	253.0	288.0	332.0	328.0	488.0	387.5	903.5
ENSMUSG00000060279	Ap2a1	1459.0	1457.0	1702.5	1614.0	1401.0	1305.5	1299.0	1995.0
ENSMUSG00000001520	Nrip2	22.0	27.0	34.0	49.5	39.5	35.5	23.5	74.0
ENSMUSG00000029547	Ints1	1275.0	1420.0	1963.5	1964.5	1998.5	2313.0	1930.0	2470.5
ENSMUSG00000067825	Pex26	91.0	188.5	212.0	173.0	239.0	235.0	209.0	200.0
ENSMUSG00000001418	Glmp	1066.0	867.5	2057.5	2085.5	1968.0	1287.5	968.5	752.5
ENSMUSG00000036989	Trim3	634.0	786.0	759.0	764.5	476.5	229.0	425.5	308.5
ENSMUSG00000044150	A830080D01Rik	145.0	90.5	156.0	105.5	102.5	308.5	296.0	429.0
ENSMUSG00000028007	Snx7	1400.0	1526.5	1251.0	734.5	956.5	204.0	183.5	146.0
ENSMUSG00000022538	Lsg1	809.0	374.0	601.0	590.0	580.0	941.0	781.0	873.5
ENSMUSG00000026563	Tada1	234.0	165.0	249.0	249.5	187.5	117.5	165.5	121.5
ENSMUSG00000029521	Chek2	181.0	168.5	219.0	165.0	188.5	489.5	277.0	497.5
ENSMUSG00000041229	Phf8	257.0	522.5	356.5	385.5	409.5	352.5	447.5	1017.0
ENSMUSG00000002803	Btbd6	194.0	200.0	151.0	172.0	205.0	177.0	129.0	190.5
ENSMUSG00000087549	Gm13427	75.0	21.0	47.0	29.5	43.5	57.5	41.0	125.5
ENSMUSG00000026842	Abl1	1472.0	2033.5	1321.5	1901.0	1185.0	1382.0	1816.0	1729.5
ENSMUSG00000039375	Wdr17	242.0	171.5	157.0	173.5	162.0	109.0	83.0	149.5
ENSMUSG00000032332	Col12a1	10548.0	31586.0	5742.5	2593.5	414.5	72.0	1067.5	1.5
ENSMUSG00000108702	Gm9333	115.0	43.0	55.0	44.0	52.5	102.0	63.5	15.0
ENSMUSG00000002055	Spag5	771.0	310.0	531.5	242.0	387.5	1005.0	837.0	912.5
ENSMUSG00000020248	Nfyb	380.0	303.5	294.5	255.0	233.5	574.5	432.0	618.0
ENSMUSG00000043531	Sorcs1	47.0	52.5	63.0	291.0	163.0	83.5	239.5	1.5
ENSMUSG00000032280	Tle3	726.0	1084.5	685.5	597.0	468.5	607.5	997.5	1782.0
ENSMUSG00000105370	Gm42718	0.0	0.0	0.0	27.0	0.0	0.0	0.0	39.5
ENSMUSG00000032012	Nectin1	212.0	263.0	445.0	363.0	368.5	366.0	211.5	707.5
ENSMUSG00000021611	Tert	49.0	143.0	150.5	116.0	106.0	150.0	99.0	267.0
ENSMUSG00000041153	Osgin2	152.0	113.0	138.5	118.5	106.5	107.5	90.5	235.5
ENSMUSG00000026443	Lrrn2	13.0	37.5	66.5	241.0	401.0	309.5	237.0	89.5
ENSMUSG00000108011	Gm44596	121.0	37.0	45.5	33.5	45.5	25.5	28.5	61.0
ENSMUSG00000062905	Vmn1r32	100.0	0.0	0.0	45.5	36.0	20.5	42.0	39.5
ENSMUSG00000073139	Tmem185a	255.0	271.5	256.5	228.5	198.0	204.0	251.0	274.0
ENSMUSG00000054662	Ano9	0.0	0.0	0.0	2.0	21.0	503.5	242.0	521.5
ENSMUSG00000018846	Pank3	724.0	1396.5	1242.0	916.0	992.0	928.5	1284.0	508.5
ENSMUSG00000036282	Naa30	961.0	894.0	841.5	746.0	874.0	1487.0	1130.0	2183.0
ENSMUSG00000050490	Gm8394	128.0	56.5	69.0	32.0	33.0	100.0	61.5	67.5
ENSMUSG00000040669	Phc1	545.0	416.5	315.5	376.5	629.0	1828.0	1322.5	4295.0
ENSMUSG00000041261	Car8	23.0	10.5	35.0	25.5	10.5	13.0	21.0	198.0
ENSMUSG00000050730	Arhgap42	407.0	618.0	469.5	469.5	308.0	322.5	468.5	234.5
ENSMUSG00000020774	Aspa	2.0	14.5	83.5	272.5	686.5	294.5	105.0	108.0
ENSMUSG00000006360	Crip1	407.0	509.0	308.0	542.5	501.5	1587.5	1433.5	177.0
ENSMUSG00000027281	Slx4ip	108.0	105.5	114.0	96.5	96.0	119.0	99.0	145.0
ENSMUSG00000041132	N4bp2l1	13.0	39.5	19.0	34.5	36.0	15.0	34.5	64.0
ENSMUSG00000086453	Gm11457	157.0	102.0	108.5	110.0	103.5	91.5	88.0	158.5
ENSMUSG00000057134	Ado	431.0	562.0	519.5	397.5	412.5	258.5	341.0	637.5
ENSMUSG00000043998	Mgat2	1181.0	950.0	1168.0	1188.5	1008.0	717.5	650.0	501.5
ENSMUSG00000021395	Spin1	904.0	1068.5	797.0	1021.0	793.0	1497.0	1307.5	653.0
ENSMUSG00000097061	9330151L19Rik	16.0	66.5	52.0	52.0	39.5	36.5	89.5	86.5
ENSMUSG00000017299	Dnttip1	353.0	257.5	290.0	297.0	301.5	223.5	259.0	385.0
ENSMUSG00000049751	Rpl36al	1081.0	575.5	712.0	643.0	766.5	966.0	757.0	872.0
ENSMUSG00000024678	Ms4a4d	32.0	52.0	17.5	13.5	95.0	37.5	23.5	0.0
ENSMUSG00000102550	Gm8276	128.0	97.5	92.0	89.0	70.0	111.0	113.5	48.0
ENSMUSG00000020974	Pole2	146.0	62.5	68.5	39.5	56.0	204.5	126.5	391.5
ENSMUSG00000033335	Dnm2	1368.0	1619.0	1630.0	1624.5	1468.0	1799.5	1674.0	1464.5
ENSMUSG00000030043	Tacr1	2.0	3.0	29.0	80.5	13.0	9.5	21.0	1.5
ENSMUSG00000096718	Zfp781	64.0	37.5	29.5	36.0	24.5	62.0	54.5	23.0
ENSMUSG00000067219	Nipal1	186.0	69.0	200.0	201.5	29.5	29.5	23.5	4.0
ENSMUSG00000047030	Spata2	210.0	388.5	298.0	337.0	417.0	326.5	385.5	303.5
ENSMUSG00000040054	Baz2a	571.0	1221.0	1153.0	1183.5	1303.0	2248.0	2529.5	4162.5
ENSMUSG00000030321	Efcab12	4.0	13.5	39.5	57.5	65.0	44.0	21.0	76.0
ENSMUSG00000038252	Ncapd2	1970.0	844.5	1011.0	669.0	1141.0	2425.0	2150.5	2767.5
ENSMUSG00000024654	Asrgl1	130.0	174.0	74.0	115.5	222.0	277.0	287.5	393.0
ENSMUSG00000038718	Pbx3	326.0	366.5	239.5	252.0	261.0	216.5	257.0	197.5
ENSMUSG00000021820	Camk2g	1013.0	1220.5	639.5	798.5	502.5	306.5	520.0	234.5
ENSMUSG00000025986	Slc39a10	549.0	396.5	891.5	893.0	998.5	1914.0	959.5	773.0
ENSMUSG00000063297	Luzp2	354.0	528.5	718.5	863.0	1006.0	474.0	449.5	0.0
ENSMUSG00000053094	Tmem248	960.0	888.5	819.5	901.0	872.0	792.0	862.0	1001.0
ENSMUSG00000033486	Catsper2	38.0	28.0	25.5	27.5	27.0	24.0	14.0	60.5
ENSMUSG00000095042	Gm12537	649.0	511.5	621.0	458.0	527.5	901.0	794.0	547.0
ENSMUSG00000069237	Fam8a1	648.0	916.0	635.0	580.5	477.5	279.0	515.0	669.0
ENSMUSG00000066270	Gm10157	127.0	61.5	49.0	32.5	27.5	36.0	42.0	25.5
ENSMUSG00000030322	Mbd4	61.0	53.0	75.0	59.0	101.0	202.0	123.5	300.5
ENSMUSG00000019823	Mical1	590.0	954.0	373.0	240.5	253.0	146.0	254.5	590.5
ENSMUSG00000006418	Rnf114	404.0	702.5	537.0	786.5	1034.5	1633.5	1277.0	951.0
ENSMUSG00000025362	Rps26	5063.0	3544.0	3239.0	2950.5	2798.5	4336.5	4195.0	8359.0
ENSMUSG00000032221	Mns1	192.0	39.5	95.5	47.5	79.0	254.0	151.0	154.5
ENSMUSG00000027274	Mkks	313.0	194.0	207.0	162.5	200.5	202.5	147.0	322.0
ENSMUSG00000026342	Slc35f5	413.0	487.0	499.0	577.5	595.5	283.5	424.0	155.5
ENSMUSG00000039115	Itga9	188.0	215.5	99.5	76.0	11.5	21.5	102.0	11.0
ENSMUSG00000096569	Amy2a2	0.0	183.5	154.5	100.0	242.5	0.0	0.0	0.0
ENSMUSG00000090862	Rps13	4296.0	2530.0	2767.5	2705.5	2472.5	4023.0	3973.5	4074.0
ENSMUSG00000030653	Gm45837	75.0	151.0	125.0	142.5	122.5	150.5	129.0	17.5
ENSMUSG00000035273	Hpse	86.0	112.5	116.0	157.0	118.5	189.5	504.0	75.0
ENSMUSG00000107143	Gm6598	23.0	62.5	60.0	48.0	51.5	16.0	23.5	98.5
ENSMUSG00000020973	Dnaaf2	168.0	94.5	131.0	112.0	115.0	139.5	135.5	251.0
ENSMUSG00000066406	Akap13	805.0	2254.5	2587.0	2753.0	2174.5	861.5	1585.0	304.0
ENSMUSG00000035105	Egln3	177.0	164.0	156.0	131.0	146.5	902.0	2103.0	180.5
ENSMUSG00000107429	Gm44206	6.0	5.5	8.5	6.5	9.5	50.5	17.5	77.0
ENSMUSG00000021432	Slc35b3	230.0	184.5	249.5	375.5	331.5	198.5	238.5	130.0
ENSMUSG00000029096	Htra3	49.0	105.0	67.5	110.5	15.5	2.5	52.5	3.0
ENSMUSG00000003528	Slc25a1	1322.0	2033.0	1956.5	1663.5	2078.0	1869.5	2057.0	3039.5
ENSMUSG00000107385	C330024D21Rik	9.0	7.0	22.5	10.0	7.5	26.0	4.5	121.5
ENSMUSG00000027940	Tpm3	6556.0	3386.0	5723.5	4023.0	4668.5	4942.0	3833.0	4706.5
ENSMUSG00000032812	Arap1	799.0	1705.5	1750.0	1930.5	1916.0	934.0	1159.0	307.5
ENSMUSG00000027248	Pdia3	31577.0	11810.0	9196.0	12399.5	9559.0	7210.0	6349.5	4507.0
ENSMUSG00000113786	AC099934.7	83.0	35.0	47.0	32.5	35.5	63.5	53.5	140.5
ENSMUSG00000016253	Nelfcd	610.0	452.0	494.0	443.0	440.5	807.0	656.5	719.5
ENSMUSG00000095128	Gm5709	0.0	0.0	0.0	0.0	159.5	39.0	43.0	0.0
ENSMUSG00000113149	AC099934.3	1442.0	599.0	751.0	684.0	798.0	932.0	749.5	1575.5
ENSMUSG00000002297	Dbf4	1046.0	385.5	633.0	347.0	623.5	1254.5	937.0	1288.5
ENSMUSG00000022403	St13	3781.0	2586.0	3373.5	2596.5	2537.5	3342.0	2807.5	4562.5
ENSMUSG00000055067	Smyd3	136.0	104.0	118.0	126.0	151.5	167.5	157.0	567.0
ENSMUSG00000031508	Ankrd10	633.0	505.5	743.5	698.5	745.5	1203.0	1273.5	1569.5
ENSMUSG00000114196	AC154597.1	126.0	43.0	74.5	27.0	31.5	34.5	25.0	7.5
ENSMUSG00000107462	Gm7384	99.0	5.5	9.0	3.5	8.5	61.5	72.0	0.0
ENSMUSG00000084908	C79798	0.0	83.0	48.0	81.5	0.0	18.5	0.0	0.0
ENSMUSG00000042821	Snai1	724.0	500.5	194.5	115.0	63.5	39.5	113.0	6.5
ENSMUSG00000030742	Lat	6.0	2.0	8.0	19.0	6.0	9.5	7.0	93.0
ENSMUSG00000020402	Vdac1	2634.0	2854.0	3234.0	2743.5	3304.0	3854.5	3191.0	5849.0
ENSMUSG00000090626	Tex9	96.0	53.5	54.5	39.0	52.0	191.5	193.5	246.0
ENSMUSG00000027247	Arhgap1	1307.0	1622.0	1315.5	1365.5	1345.5	971.5	845.5	727.5
ENSMUSG00000094664	Rpl35a-ps6	191.0	117.0	124.0	60.5	102.0	160.5	163.5	98.0
ENSMUSG00000030878	Cdr2	1195.0	740.0	666.5	567.0	212.0	200.5	222.0	242.5
ENSMUSG00000110469	Gm10358	211.0	114.0	158.5	137.0	132.5	308.0	249.5	228.5
ENSMUSG00000047804	Akap10	246.0	341.0	245.0	257.0	247.0	219.5	236.0	504.5
ENSMUSG00000074738	Fndc10	153.0	358.0	316.0	604.0	875.5	571.5	246.0	293.5
ENSMUSG00000079137	Rpl27-ps1	194.0	31.5	36.0	23.5	36.0	165.5	127.0	2.0
ENSMUSG00000038855	Itpkb	150.0	592.5	486.0	634.5	647.5	322.5	428.5	36.5
ENSMUSG00000096221	1500002C15Rik	159.0	133.5	83.0	69.5	89.5	57.0	48.5	101.5
ENSMUSG00000029038	Ssu72	1098.0	1071.5	599.0	572.0	748.5	687.5	609.0	960.0
ENSMUSG00000025420	Katnal2	50.0	28.5	66.0	54.0	54.5	29.5	79.0	89.0
ENSMUSG00000101431	Gm7901	199.0	179.0	152.5	35.0	14.0	56.5	37.0	97.5
ENSMUSG00000034226	Rhov	0.0	2.0	10.0	18.5	1.5	12.0	13.0	109.5
ENSMUSG00000018143	Mafk	379.0	765.0	694.5	727.0	915.5	262.0	227.5	109.0
ENSMUSG00000089945	Pakap	1558.0	2828.0	3285.5	3300.5	1848.0	886.0	963.0	272.0
ENSMUSG00000058594	Fbxo18	1078.0	1474.5	854.5	909.5	899.0	1008.5	1006.5	983.0
ENSMUSG00000036840	Siah1a	196.0	195.0	114.5	187.5	127.0	146.5	165.5	282.0
ENSMUSG00000058443	Rpl10-ps3	287.0	271.5	217.5	185.5	143.0	191.5	200.0	221.0
ENSMUSG00000016256	Ctsz	1575.0	2128.0	2566.5	2873.0	4950.0	1581.5	1418.5	358.5
ENSMUSG00000090053	Palm2	72.0	250.5	77.0	66.0	31.0	8.0	17.0	9.0
ENSMUSG00000079487	Med12	710.0	993.0	1423.5	1501.5	1388.0	1627.0	1649.0	695.0
ENSMUSG00000104083	Gm29739	63.0	8.0	9.5	9.0	6.0	55.5	46.5	1.0
ENSMUSG00000031652	N4bp1	666.0	1136.0	948.0	1065.5	1259.0	1220.0	1240.5	1587.5
ENSMUSG00000035992	Fnip1	966.0	965.5	1548.0	2079.5	1476.5	1064.0	1142.0	884.5
ENSMUSG00000029551	Psmg3	146.0	108.0	109.0	74.5	90.0	80.5	60.5	112.5
ENSMUSG00000029438	Bcl7a	239.0	209.5	170.5	127.0	156.0	228.5	267.0	379.5
ENSMUSG00000048779	P2ry6	13.0	74.0	10.5	44.0	1.0	2.0	0.5	2.0
ENSMUSG00000025337	Sbds	693.0	657.0	542.0	421.5	458.5	497.0	489.0	513.5
ENSMUSG00000036687	Tmem184a	10.0	21.0	29.0	48.0	77.5	38.5	36.5	5.0
ENSMUSG00000089832	Shkbp1	311.0	289.0	233.5	261.5	267.5	430.0	270.0	495.0
ENSMUSG00000030409	Dmpk	421.0	1149.5	665.0	983.5	231.5	270.0	650.5	248.5
ENSMUSG00000047409	Ctdspl	264.0	400.0	155.5	135.0	80.0	38.5	83.5	20.0
ENSMUSG00000026603	Smyd2	658.0	463.0	644.0	672.0	813.0	671.0	606.5	642.5
ENSMUSG00000038729	Akap2	1546.0	2618.5	3255.0	3182.5	1831.5	878.0	945.5	271.0
ENSMUSG00000005357	Slc1a6	157.0	696.0	32.5	10.5	7.5	2.0	1.5	8.5
ENSMUSG00000078923	Ube2v1	754.0	748.5	768.0	746.0	591.5	458.5	398.5	559.0
ENSMUSG00000024856	Cdk2ap2	336.0	374.5	462.5	436.0	490.0	445.0	309.5	611.5
ENSMUSG00000032068	Plet1	0.0	7.0	23.5	42.5	24.5	80.0	42.0	61.5
ENSMUSG00000044252	Osbpl1a	356.0	270.5	468.5	474.0	358.5	314.5	339.5	888.0
ENSMUSG00000054034	Tceal5	16.0	29.5	36.5	58.5	106.0	45.0	63.0	3.5
ENSMUSG00000101304	Plet1os	0.0	0.0	16.0	23.0	13.0	45.0	24.0	55.5
ENSMUSG00000095159	Tubb4b-ps1	311.0	181.0	449.5	197.5	330.0	541.5	311.5	119.5
ENSMUSG00000054387	Mdm4	719.0	1468.0	923.0	1234.0	1244.0	3628.5	2724.0	2839.5
ENSMUSG00000000134	Tfe3	529.0	611.0	825.5	752.5	872.5	906.0	996.0	906.0
ENSMUSG00000092094	Zfp804b	0.0	0.0	41.0	85.0	0.0	0.0	0.0	0.0
ENSMUSG00000059070	Rpl18	7554.0	4840.5	4556.0	4627.0	4958.0	7694.5	7802.0	18699.5
ENSMUSG00000104435	Gm37422	298.0	218.0	305.0	399.0	456.0	343.5	294.5	336.0
ENSMUSG00000041135	Ripk2	303.0	217.0	214.5	176.0	185.5	124.5	118.0	289.5
ENSMUSG00000058569	Tmed9	3974.0	3035.5	2799.5	2370.0	1873.0	1665.5	2120.0	1609.5
ENSMUSG00000036198	Arhgap36	36.0	13.0	26.5	3.5	68.0	3.0	4.5	0.0
ENSMUSG00000074622	Mafb	157.0	138.5	102.5	173.5	35.0	23.0	76.5	1.5
ENSMUSG00000090527	Gm5538	0.0	0.0	0.0	0.0	102.0	66.5	43.0	0.0
ENSMUSG00000041685	Fcho2	912.0	1022.5	949.0	967.0	1098.5	1035.5	1106.5	1073.0
ENSMUSG00000029655	N4bp2l2	474.0	426.5	409.5	397.0	397.5	557.0	611.5	717.5
ENSMUSG00000090213	Tmem189	625.0	546.5	724.0	680.5	1293.5	601.5	687.5	263.5
ENSMUSG00000061371	Zfp873	63.0	29.5	42.0	35.0	45.5	76.0	56.0	82.5
ENSMUSG00000025793	Hgs	1070.0	926.0	1102.5	1068.0	948.0	777.0	843.5	689.0
ENSMUSG00000027177	Hipk3	705.0	1942.5	1606.5	1553.0	1491.5	452.5	689.5	335.5
ENSMUSG00000069835	Sat2	41.0	121.0	30.0	23.0	16.5	10.5	16.5	29.5
ENSMUSG00000028796	Phc2	1940.0	1245.5	1600.5	1355.5	1349.0	722.0	1263.0	518.0
ENSMUSG00000040990	Sh3kbp1	1629.0	1366.5	2610.5	2072.5	1320.0	451.0	721.5	32.0
ENSMUSG00000026384	Ptpn4	498.0	579.0	591.0	655.0	688.0	905.5	905.5	546.0
ENSMUSG00000089682	Bcl2l2	294.0	701.0	580.5	597.0	678.0	388.5	416.0	199.5
ENSMUSG00000092267	Gm20417	299.0	1598.0	2562.5	2174.5	893.5	649.5	1306.0	236.5
ENSMUSG00000056501	Cebpb	473.0	354.0	206.0	168.5	157.5	28.5	103.0	195.0
ENSMUSG00000025647	Shisa5	1564.0	2089.0	2498.0	2456.0	2414.0	1131.5	1322.0	318.5
ENSMUSG00000028081	Rps3a1	11771.0	7150.5	6875.5	5759.0	6573.5	8783.5	9536.0	6248.5
ENSMUSG00000089739	Gm20431	880.0	880.5	939.0	913.5	967.0	663.0	612.0	642.0
ENSMUSG00000091803	Cox16	209.0	134.5	109.0	102.0	103.5	120.5	82.0	150.5
ENSMUSG00000006057	Atp5g1	1687.0	741.0	1048.0	831.0	944.5	1304.0	993.0	2260.0
ENSMUSG00000025958	Creb1	487.0	492.5	328.0	325.5	452.0	658.5	591.0	300.0
ENSMUSG00000100895	Gm28685	3.0	1.0	19.0	53.5	149.0	54.0	8.0	17.5
ENSMUSG00000092232	Gm20521	751.0	455.0	514.5	499.5	506.0	675.0	681.0	1156.5
ENSMUSG00000064267	Hvcn1	34.0	72.0	87.0	73.0	48.5	75.5	51.5	246.0
ENSMUSG00000028106	Rprd2	382.0	440.5	371.0	413.5	409.5	587.0	695.5	598.0
ENSMUSG00000020015	Cdk17	554.0	609.5	744.5	691.0	525.5	452.0	521.0	296.0
ENSMUSG00000021190	Lgmn	1006.0	1290.5	965.0	1373.5	1113.5	580.0	872.0	1520.5
ENSMUSG00000067586	S1pr3	1345.0	1161.0	75.5	317.0	57.5	9.5	180.5	24.0
ENSMUSG00000022194	Pabpn1	945.0	488.5	603.5	611.5	606.5	903.5	1003.0	1348.0
ENSMUSG00000092367	Gm20479	23.0	32.0	34.5	39.0	40.0	31.5	16.5	79.0
ENSMUSG00000032555	Topbp1	1549.0	939.5	1542.0	1018.5	1142.0	3018.0	2214.0	2174.5
ENSMUSG00000011751	Sptbn4	26.0	62.0	59.0	65.0	15.0	85.5	86.5	527.0
ENSMUSG00000074264	Amy1	324.0	252.0	251.0	341.5	312.5	244.5	371.0	353.0
ENSMUSG00000057342	Sphk2	520.0	513.5	556.5	542.5	649.0	634.5	362.5	627.5
ENSMUSG00000034021	Pds5b	676.0	513.5	420.0	401.0	414.0	767.0	746.0	465.0
ENSMUSG00000112145	AC155256.1	245.0	21.0	20.0	11.0	11.5	179.5	167.0	4.0
ENSMUSG00000038515	Grtp1	1110.0	929.0	1742.5	1916.5	1722.0	1084.0	931.0	988.5
ENSMUSG00000041741	Pde3a	158.0	256.5	138.5	216.5	137.0	51.5	154.0	19.0
ENSMUSG00000019809	Pex3	747.0	587.0	561.0	521.0	569.5	690.0	545.0	791.5
ENSMUSG00000034875	Nudt19	308.0	188.0	274.5	242.5	192.5	208.0	151.0	265.5
ENSMUSG00000018848	Rars	2425.0	1274.0	2040.5	1459.5	1232.0	1562.0	1204.0	1674.5
ENSMUSG00000083946	Gm11359	0.0	0.0	38.0	46.5	23.0	0.0	0.0	0.0
ENSMUSG00000097509	B230322F03Rik	22.0	34.5	53.5	42.0	43.5	11.5	10.5	84.5
ENSMUSG00000016252	Atp5e	992.0	771.5	836.5	772.0	938.5	1051.5	851.5	860.0
ENSMUSG00000021448	Shc3	16.0	29.0	109.5	126.5	160.5	102.0	204.0	21.5
ENSMUSG00000019822	Smpd2	392.0	439.0	338.5	325.5	304.0	310.5	313.5	394.0
ENSMUSG00000090958	Lrrc32	2248.0	1944.5	727.0	1098.0	467.5	79.5	224.5	0.0
ENSMUSG00000059824	Dbp	63.0	143.0	59.0	179.0	230.5	98.0	246.5	206.0
ENSMUSG00000086506	Gm15911	25.0	57.5	109.0	90.0	55.0	13.0	7.5	24.5
ENSMUSG00000056310	Tyw1	391.0	370.5	363.5	454.5	392.0	461.5	261.5	640.5
ENSMUSG00000021504	B4galt7	300.0	341.0	576.0	454.0	310.5	152.5	142.5	151.5
ENSMUSG00000008398	Elk3	1462.0	1301.0	1894.0	1914.0	1052.0	784.0	941.0	88.0
ENSMUSG00000027322	Siglec1	3.0	91.5	4.5	19.0	0.5	0.5	0.0	6.0
ENSMUSG00000044408	Sptssa	542.0	301.0	493.5	351.0	269.5	315.5	308.5	167.0
ENSMUSG00000024043	Arhgap28	734.0	895.5	267.5	388.5	244.5	174.0	230.0	120.0
ENSMUSG00000021139	Gm20498	242.0	200.5	185.5	160.5	179.0	170.5	110.0	205.5
ENSMUSG00000013787	Ehmt2	2207.0	2184.5	2316.0	2619.0	2954.0	2866.5	2402.5	2176.0
ENSMUSG00000002578	Ikzf4	16.0	94.0	53.5	51.0	54.0	41.0	38.0	19.0
ENSMUSG00000038593	Tctn1	172.0	338.0	283.5	279.0	207.0	214.5	324.0	349.5
ENSMUSG00000030224	Strap	3169.0	1555.5	2075.5	1778.5	2032.5	1909.0	1738.0	2148.5
ENSMUSG00000027981	Rnpc3	711.0	515.5	549.5	562.0	550.0	567.0	726.5	714.5
ENSMUSG00000079555	Haus3	933.0	501.0	695.5	505.5	535.5	669.5	595.5	603.5
ENSMUSG00000031447	Lamp1	6761.0	4336.5	13028.0	11461.5	13007.0	4124.0	3961.5	2682.0
ENSMUSG00000000394	Gcg	139.0	0.0	0.0	55.0	23.0	0.0	0.0	0.0
ENSMUSG00000024011	Pi16	0.0	35.5	72.0	22.5	5.5	1.0	10.5	1.0
ENSMUSG00000035235	Trim13	102.0	84.5	122.0	129.5	141.0	149.0	110.0	405.5
ENSMUSG00000090935	Synj2bp	383.0	511.0	642.0	454.0	574.5	387.0	301.0	306.0
ENSMUSG00000015745	Plekho1	661.0	525.5	294.0	263.0	104.0	23.0	40.5	13.0
ENSMUSG00000033105	Lss	1213.0	1539.0	1304.5	798.0	1576.0	1175.5	1550.0	756.5
ENSMUSG00000031391	L1cam	34.0	44.5	102.5	81.5	18.0	43.0	15.5	29.5
ENSMUSG00000029009	Mthfr	540.0	951.5	816.5	796.5	678.0	559.0	651.5	532.5
ENSMUSG00000028518	Prkaa2	32.0	62.0	108.0	65.5	124.0	176.0	109.5	347.0
ENSMUSG00000083192	Rpl31-ps12	252.0	51.0	61.0	24.5	41.0	192.0	196.0	14.5
ENSMUSG00000110841	AC153368.1	489.0	360.5	346.5	251.0	281.5	336.5	346.0	1082.5
ENSMUSG00000058050	Gm9234	245.0	67.0	76.0	56.5	81.5	207.5	124.0	4.0
ENSMUSG00000019808	Adat2	165.0	114.5	194.5	168.0	190.0	305.5	132.5	307.0
ENSMUSG00000037466	4930427A07Rik	314.0	206.0	423.5	280.0	366.0	679.5	475.5	594.0
ENSMUSG00000016257	Prelid3b	874.0	587.5	785.5	649.0	730.5	675.0	466.5	530.5
ENSMUSG00000020042	Btbd11	134.0	73.5	311.0	363.5	119.5	106.5	161.5	394.5
ENSMUSG00000033060	Lmo7	389.0	1356.0	265.5	291.0	504.5	250.0	290.5	404.0
ENSMUSG00000028495	Rps6	9195.0	6409.5	6348.5	6610.0	6775.0	13059.0	11490.0	14470.5
ENSMUSG00000003923	Tfam	395.0	240.0	229.0	206.5	253.0	518.0	443.0	524.5
ENSMUSG00000028687	Mutyh	86.0	49.0	20.0	11.5	19.5	73.0	75.5	393.0
ENSMUSG00000021273	Fdft1	1825.0	1666.0	1590.5	1057.0	1928.5	1768.5	1546.5	1842.5
ENSMUSG00000037936	Scarb1	826.0	886.5	800.0	492.5	557.5	730.0	1216.5	1326.0
ENSMUSG00000010290	AI597479	217.0	345.0	207.0	192.5	212.0	258.0	268.5	346.0
ENSMUSG00000021704	Mtx3	143.0	172.0	172.5	201.5	181.0	185.5	221.0	121.5
ENSMUSG00000054302	Eapp	355.0	272.0	233.0	253.0	265.5	236.0	227.0	313.0
ENSMUSG00000030876	Mettl9	1025.0	507.0	510.5	476.0	377.5	386.0	514.0	382.0
ENSMUSG00000086993	Rsf1os2	111.0	98.5	70.5	66.5	59.0	102.5	88.0	224.5
ENSMUSG00000062861	Zfp28	163.0	168.0	149.0	176.0	104.0	80.0	91.5	119.0
ENSMUSG00000035623	Rsf1	394.0	514.5	581.5	610.0	651.5	901.5	1021.5	354.5
ENSMUSG00000030606	Hapln3	3.0	15.0	15.0	20.0	21.5	16.5	6.0	101.0
ENSMUSG00000110331	Nudc-ps1	123.0	39.5	54.5	27.5	27.5	57.5	43.5	154.0
ENSMUSG00000021939	Ctsb	6761.0	7837.5	15046.5	45437.0	14242.0	4493.5	4391.5	1892.0
ENSMUSG00000038456	Dennd2a	507.0	504.5	459.0	562.5	138.0	222.0	634.5	534.5
ENSMUSG00000091345	Col6a5	7.0	10.5	131.0	265.5	1284.0	356.5	70.0	5.0
ENSMUSG00000039765	Cc2d2a	202.0	218.5	217.0	284.0	190.5	212.5	280.0	126.0
ENSMUSG00000054414	Slc30a7	499.0	634.5	482.5	450.0	400.5	318.0	463.5	216.0
ENSMUSG00000070544	Top1	1340.0	956.5	1553.5	1301.0	1894.0	2087.0	1777.0	845.0
ENSMUSG00000086826	Gm11739	119.0	94.5	91.5	86.0	80.0	64.5	52.5	163.0
ENSMUSG00000015869	Prpsap1	719.0	531.5	542.5	479.5	443.0	529.0	429.5	786.5
ENSMUSG00000047187	Rab2a	3457.0	3683.5	2352.0	2266.0	1591.0	1026.5	1222.5	1069.0
ENSMUSG00000038007	Acer2	48.0	34.5	65.0	39.0	38.5	186.0	107.5	277.5
