ensg	name	loc	tss_loc	strand
ENSMUSG00000047564	Krtap3-1	chr11:99566027-99566630		-1
ENSMUSG00000078420	Olfr141	chr2:86804134-86810018		-1
ENSMUSG00000047253	Krtap1-5	chr11:99579976-99581016		-1
ENSMUSG00000044213	Olfr1094	chr2:86824663-86830282		1
ENSMUSG00000075171	Olfr1095	chr2:86850770-86851696		-1
ENSMUSG00000027199	Gatm	chr2:122594467-122611303		-1
ENSMUSG00000086338	Gm13723	chr2:86869011-86874802		-1
ENSMUSG00000082215	Gm14314	chr2:179020119-179021133		-1
ENSMUSG00000061897	Gm14292	chr2:179177425-179177880		1
ENSMUSG00000081481	Gm14293	chr2:179240490-179241066		1
ENSMUSG00000075170	Olfr1097	chr2:86886773-86892216		-1
ENSMUSG00000081882	Gm14294	chr2:179364293-179365043		1
ENSMUSG00000039138	4930591A17Rik	chr2:179414936-179416882		1
ENSMUSG00000075169	Olfr1098	chr2:86920949-86924545		-1
ENSMUSG00000075567	Krtap1-4	chr11:99583062-99583654		-1
ENSMUSG00000078131	Krtap1-3	chr11:99590461-99591339		-1
ENSMUSG00000000305	Cdh4	chr2:179442431-179899373		1
ENSMUSG00000049809	Krtap9-3	chr11:99597347-99598105		-1
ENSMUSG00000020847	Rph3al	chr11:75830999-75938429		-1
ENSMUSG00000057674	Gm11938	chr11:99602646-99603308		-1
ENSMUSG00000058725	Gm11937	chr11:99609794-99610189		-1
ENSMUSG00000074876	Spata5l1	chr2:122630625-122632930		1
ENSMUSG00000089679	Gm16299	chr19:53819354-53825128		-1
ENSMUSG00000060756	Krtap2-4	chr11:99614019-99614846		-1
ENSMUSG00000043639	Rbm20	chr19:53677306-53867080		1
ENSMUSG00000062278	Gm11562	chr11:99619619-99620435		-1
ENSMUSG00000025402	Nab2	chr10:127660918-127668568		-1
ENSMUSG00000063251	Krtap4-1	chr11:99627224-99628238		-1
ENSMUSG00000083410	Gm14300	chr2:179612622-179613567		-1
ENSMUSG00000044649	Krtap4-2	chr11:99634111-99635084		-1
ENSMUSG00000103066	Gm36967	chr2:136679961-136680226		1
ENSMUSG00000089807	Gm16298	chr19:53767891-53768310		-1
ENSMUSG00000087322	Gm16075	chr11:75860969-75861494		1
ENSMUSG00000111322	Gm48002	chr2:86941077-86941200		-1
ENSMUSG00000045109	Krtap4-7	chr11:99643106-99644089		-1
ENSMUSG00000075168	Olfr1099	chr2:86955126-86960693		-1
ENSMUSG00000082849	Gm14053	chr2:136744146-136744615		-1
ENSMUSG00000085704	4921531C22Rik	chr2:179975993-179979013		1
ENSMUSG00000027273	Snap25	chr2:136713453-136782428		1
ENSMUSG00000023034	Nr4a1	chr15:101254269-101274795		1
ENSMUSG00000039117	Taf4	chr2:179912152-179976646		-1
ENSMUSG00000033213	AA467197	chr2:122636986-122641191		1
ENSMUSG00000045794	Lkaaear1	chr2:181696793-181698442		-1
ENSMUSG00000082850	Gm14299	chr2:179993188-179993584		1
ENSMUSG00000085731	Gm16229	chr10:127663839-127665484		1
ENSMUSG00000002147	Stat6	chr10:127642986-127660957		1
ENSMUSG00000039108	Lsm14b	chr2:180024987-180035465		1
ENSMUSG00000027584	Oprl1	chr2:181715016-181720985		1
ENSMUSG00000082609	Gm15464	chr1:60117255-60117685		1
ENSMUSG00000018819	Lsp1	chr7:142460809-142494867		1
ENSMUSG00000026017	Carf	chr1:60098247-60153953		1
ENSMUSG00000078130	Gm11555	chr11:99649599-99650236		-1
ENSMUSG00000115200	AC122769.3	chr15:55923402-55960906		1
ENSMUSG00000043036	Ccdc63	chr5:122108040-122140823		-1
ENSMUSG00000115150	AC122769.1	chr15:55930702-55932415		1
ENSMUSG00000069718	Gm11563	chr11:99657949-99658960		-1
ENSMUSG00000115651	AC122769.4	chr15:55973605-55974505		1
ENSMUSG00000082020	Gm14182	chr11:99662893-99663102		-1
ENSMUSG00000115187	AC122769.2	chr15:55976162-55976463		1
ENSMUSG00000075566	Krtap4-6	chr11:99665043-99665960		-1
ENSMUSG00000082900	Gm11557	chr11:99678126-99679133		1
ENSMUSG00000082344	4930415H17Rik	chr11:99683618-99683740		-1
ENSMUSG00000026701	Prdx6	chr1:161240112-161251219		-1
ENSMUSG00000051306	Usp42	chr5:143710325-143732280		-1
ENSMUSG00000013936	Myl2	chr5:122100951-122113472		1
ENSMUSG00000027566	Psma7	chr2:180036373-180042433		-1
ENSMUSG00000026019	Wdr12	chr1:60069785-60098645		-1
ENSMUSG00000078276	Gm14190	chr11:99690588-99690740		-1
ENSMUSG00000083581	Gm14186	chr11:99718892-99719028		-1
ENSMUSG00000078270	Gm14193	chr11:99730175-99730327		1
ENSMUSG00000078269	Gm14180	chr11:99734213-99734290		-1
ENSMUSG00000061086	Myl4	chr11:104550663-104595753		1
ENSMUSG00000078263	Gm14188	chr11:99763933-99764100		-1
ENSMUSG00000039086	Ss18l1	chr2:180042509-180070201		1
ENSMUSG00000115361	AC157772.1	chr15:56004044-56005717		1
ENSMUSG00000115678	AC157772.2	chr15:56046552-56049832		-1
ENSMUSG00000023944	Hsp90ab1	chr17:45567775-45573271		-1
ENSMUSG00000114969	AC123698.1	chr15:56171988-56172389		-1
ENSMUSG00000087017	4930417H01Rik	chr2:122702047-122721456		1
ENSMUSG00000115064	AC074315.1	chr15:56415013-56415226		1
ENSMUSG00000070875	Olfr1100	chr2:86976029-86979954		-1
ENSMUSG00000075167	Olfr1101	chr2:86986291-86991221		-1
ENSMUSG00000039069	Mtg2	chr2:180070588-180085902		1
ENSMUSG00000005802	Slc30a4	chr2:122681233-122702663		-1
ENSMUSG00000049843	Olfr1102	chr2:86998398-87003618		1
ENSMUSG00000083147	Olfr1103-ps1	chr2:87009938-87010874		-1
ENSMUSG00000041354	Rgl2	chr17:33929543-33937687		1
ENSMUSG00000053783	1700016K19Rik	chr11:75999912-76003569		1
ENSMUSG00000075166	Olfr1104	chr2:87020703-87027080		-1
ENSMUSG00000089724	Krtap4-8	chr11:99779722-99780704		-1
ENSMUSG00000037204	Atg101	chr15:101284272-101290945		1
ENSMUSG00000078668	Gm11595	chr11:99771714-99772913		-1
ENSMUSG00000061723	Tnnt3	chr7:142498836-142516009		1
ENSMUSG00000020846	Rflnb	chr11:76019194-76027782		-1
ENSMUSG00000075165	Olfr1105	chr2:87031260-87036531		-1
ENSMUSG00000020475	Pgam2	chr11:5801640-5803733		-1
ENSMUSG00000090589	Gm17180	chr2:180099913-180101502		1
ENSMUSG00000039059	Hrh3	chr2:180099465-180104488		-1
ENSMUSG00000075164	Olfr1106	chr2:87046811-87052273		-1
ENSMUSG00000094320	Chchd2-ps	chr4:148068031-148068492		-1
ENSMUSG00000075408	6030408B16Rik	chr15:101293212-101297426		1
ENSMUSG00000078494	Gm13201	chr4:148071392-148075420		-1
ENSMUSG00000041408	Wapl	chr14:34673928-34747983		1
ENSMUSG00000092275	Gm20465	chr5:33293614-33311150		-1
ENSMUSG00000075163	Olfr1107	chr2:87068671-87075817		-1
ENSMUSG00000116395	AC163018.2	chr15:101316102-101318538		1
ENSMUSG00000110886	Olfr1108-ps1	chr2:87083265-87083385		-1
ENSMUSG00000029007	Agtrap	chr4:148077061-148088031		-1
ENSMUSG00000075161	Olfr1109	chr2:87091195-87096008		-1
ENSMUSG00000073980	Gm9574	chr17:36137188-36139105		-1
ENSMUSG00000080904	Gm11966	chr11:5818497-5818583		-1
ENSMUSG00000092366	Gm17782	chr17:36156531-36162079		-1
ENSMUSG00000092289	Gm6659	chr17:36157988-36158534		1
ENSMUSG00000038311	2410017I17Rik	chr17:36145018-36163176		1
ENSMUSG00000073403	Gm10499	chr17:36141758-36145923		-1
ENSMUSG00000115723	AC154436.2	chr14:30770681-30778004		-1
ENSMUSG00000116114	AC163018.1	chr15:101322888-101405834		1
ENSMUSG00000030654	Arl6ip1	chr7:118118891-118129662		-1
ENSMUSG00000006527	Sfmbt1	chr14:30714849-30822721		1
ENSMUSG00000082786	Gm14489	chr2:181724042-181724942		-1
ENSMUSG00000116030	AC157583.1	chr15:101404052-101404433		-1
ENSMUSG00000079562	Maea	chr5:33335509-33373296		1
ENSMUSG00000037185	Krt80	chr15:101347444-101370162		-1
ENSMUSG00000082644	Mup-ps19	chr4:61957149-61959911		-1
ENSMUSG00000116116	AC157583.2	chr15:101395427-101412311		-1
ENSMUSG00000023039	Krt7	chr15:101411043-101430313		1
ENSMUSG00000010505	Myt1	chr2:181763332-181827797		1
ENSMUSG00000039050	Osbpl2	chr2:180119306-180162680		1
ENSMUSG00000015165	Hnrnpl	chr7:28808541-28822266		1
ENSMUSG00000081588	Gm11661	chr11:104565400-104566726		-1
ENSMUSG00000086932	Gm22000	chr11:104557922-104565661		-1
ENSMUSG00000086222	Gm11665	chr11:104556789-104557777		-1
ENSMUSG00000082706	Gm11663	chr11:104571268-104571557		-1
ENSMUSG00000075160	Olfr259	chr2:87104578-87114567		-1
ENSMUSG00000027274	Mkks	chr2:136873780-136891389		-1
ENSMUSG00000020474	Polm	chr11:5827860-5838016		-1
ENSMUSG00000081610	Gm13733	chr2:87123834-87124368		-1
ENSMUSG00000075159	Olfr1110	chr2:87133673-87140300		-1
ENSMUSG00000075158	Olfr1111	chr2:87149181-87152624		-1
ENSMUSG00000081041	Nlk-ps1	chr2:87163948-87167315		-1
ENSMUSG00000039041	Adrm1	chr2:180171485-180176286		1
ENSMUSG00000044487	Olfr1112	chr2:87187798-87192767		1
ENSMUSG00000007653	Gabrb2	chr11:42419757-42629028		1
ENSMUSG00000081168	Gm13730	chr2:87199934-87201395		-1
ENSMUSG00000070857	Olfr1113	chr2:87208970-87214650		1
ENSMUSG00000111248	Olfr1114-ps1	chr2:87226043-87226746		1
ENSMUSG00000029005	Draxin	chr4:148098437-148130698		-1
ENSMUSG00000081853	Gm13735	chr2:87236572-87237241		1
ENSMUSG00000070856	Olfr1115	chr2:87248013-87253868		1
ENSMUSG00000029003	Mad2l2	chr4:148130384-148145699		1
ENSMUSG00000103979	Gm20305	chr1:180854282-180854458		-1
ENSMUSG00000038806	Sde2	chr1:180851127-180868113		1
ENSMUSG00000084043	Gm13732	chr2:87264915-87265449		1
ENSMUSG00000070855	Olfr1116	chr2:87267534-87278262		1
ENSMUSG00000004455	Ppp1cc	chr5:122158278-122175273		1
ENSMUSG00000115423	AL731706.1	chr2:136881271-136891389		-1
ENSMUSG00000027281	Slx4ip	chr2:136891218-137071950		1
ENSMUSG00000015647	Lama5	chr2:180176373-180225859		-1
ENSMUSG00000029101	Rgs12	chr5:34949445-35039644		1
ENSMUSG00000024048	Myl12a	chr17:70993656-71002878		-1
ENSMUSG00000073402	Gm8909	chr17:36164443-36168537		-1
ENSMUSG00000013338	Fer1l4	chr2:156019139-156052947		-1
ENSMUSG00000108948	Olfr695	chr7:106711031-106716396		-1
ENSMUSG00000040706	Agmat	chr4:141746672-141759263		1
ENSMUSG00000092474	Gm20478	chr17:36167982-36171805		1
ENSMUSG00000078185	Chml	chr1:175682237-175692901		-1
ENSMUSG00000024399	Ltb	chr17:35194439-35196320		1
ENSMUSG00000026525	Opn3	chr1:175662421-175692776		-1
ENSMUSG00000092374	Gm6623	chr17:36179114-36179657		1
ENSMUSG00000092480	Gm20495	chr17:36182196-36182430		-1
ENSMUSG00000109365	Olfr696-ps1	chr7:106728872-106729819		-1
ENSMUSG00000110424	1700012D14Rik	chr7:111083064-111122684		-1
ENSMUSG00000116256	AC116769.1	chr15:73994069-74000913		-1
ENSMUSG00000110326	Gm45378	chr7:111090106-111092816		-1
ENSMUSG00000004748	Mtfp1	chr11:4091480-4095445		-1
ENSMUSG00000081002	Gm14240	chr2:156056128-156056673		1
ENSMUSG00000039001	Rps21	chr2:180257377-180258445		1
ENSMUSG00000036057	Ptpn23	chr9:110385082-110408213		-1
ENSMUSG00000034227	Foxj1	chr11:116330704-116335399		-1
ENSMUSG00000075609	Gm7935	chr15:74080234-74081511		-1
ENSMUSG00000051591	Olfr697	chr7:106740834-106742443		-1
ENSMUSG00000082585	Gm15387	chr15:74093686-74094333		-1
ENSMUSG00000042097	Zfp239	chr6:117862100-117873291		1
ENSMUSG00000038180	Spag4	chr2:156065175-156070617		1
ENSMUSG00000109867	Gm5338	chr7:111386694-111387332		-1
ENSMUSG00000109808	5430402P08Rik	chr7:111366298-111395608		1
ENSMUSG00000026523	Wdr64	chr1:175698593-175815734		1
ENSMUSG00000020689	Itgb3	chr11:104608000-104670476		1
ENSMUSG00000087552	Gm15819	chr5:63923901-63924970		1
ENSMUSG00000047881	Rell1	chr5:63908897-63968897		-1
ENSMUSG00000083748	Gm11662	chr11:104679105-104680655		-1
ENSMUSG00000059087	Olfr698	chr7:106749889-106755397		-1
ENSMUSG00000040697	Dnajc16	chr4:141760189-141790931		-1
ENSMUSG00000027276	Jag1	chr2:137081456-137116644		-1
ENSMUSG00000085951	Gm12145	chr11:43106140-43116294		-1
ENSMUSG00000055415	Atp10b	chr11:43149877-43262285		1
ENSMUSG00000109420	Gm44702	chr7:28809304-28810497		-1
ENSMUSG00000084309	Mup-ps20	chr4:62012412-62014857		-1
ENSMUSG00000085533	Gm12146	chr11:43197424-43259784		-1
ENSMUSG00000086170	Gm12144	chr11:43229563-43232264		-1
ENSMUSG00000086791	Gm12147	chr11:43259791-43311088		-1
ENSMUSG00000030224	Strap	chr6:137735078-137751932		1
ENSMUSG00000080694	Gm11621	chr11:104928216-104928804		1
ENSMUSG00000096714	Olfr699	chr7:106787963-106793198		-1
ENSMUSG00000020690	Efcab3	chr11:105063592-105117537		1
ENSMUSG00000106076	Gm43840	chr5:63990388-63990871		-1
ENSMUSG00000003585	Sec14l2	chr11:4097039-4123415		-1
ENSMUSG00000082767	Gm11622	chr11:105031157-105031847		1
ENSMUSG00000081513	Gm11623	chr11:104814416-104815640		1
ENSMUSG00000084120	Gm11624	chr11:105033034-105034074		-1
ENSMUSG00000081929	Rps11-ps2	chr11:116382750-116383205		1
ENSMUSG00000052949	Rnf157	chr11:116336353-116413032		-1
ENSMUSG00000040838	Gm11639	chr11:104685707-105117394		1
ENSMUSG00000038296	Galnt18	chr7:111471661-111779977		-1
ENSMUSG00000082364	Gm11955	chr11:4107755-4108224		1
ENSMUSG00000059981	Taok2	chr7:126865678-126884703		-1
ENSMUSG00000105742	Gm42748	chr5:122165597-122167937		1
ENSMUSG00000024401	Tnf	chr17:35199381-35202007		-1
ENSMUSG00000082225	Gm13728	chr2:87278915-87279314		1
ENSMUSG00000089732	Olfr1117-ps1	chr2:87283212-87285275		1
ENSMUSG00000099683	Gm28214	chr2:137198983-137199732		1
ENSMUSG00000085504	Gm14055	chr2:137288503-137329126		1
ENSMUSG00000083550	Gm13729	chr2:87304739-87305144		1
ENSMUSG00000085640	Gm14064	chr2:137663435-137829244		1
ENSMUSG00000083706	Olfr1118	chr2:87307581-87313621		1
ENSMUSG00000086214	Gm14062	chr2:137870046-137876831		-1
ENSMUSG00000083211	Gm13737	chr2:87323765-87323996		-1
ENSMUSG00000050244	Heatr1	chr13:12395027-12440289		1
ENSMUSG00000081907	Gm13731	chr2:87333802-87333997		1
ENSMUSG00000062098	Btbd3	chr2:138256565-138589292		1
ENSMUSG00000111093	Olfr1119-ps1	chr2:87352839-87353472		1
ENSMUSG00000081234	Olfr1120	chr2:87354815-87361786		1
ENSMUSG00000070852	Olfr1121	chr2:87369895-87373469		1
ENSMUSG00000032484	Ngp	chr9:110419747-110423012		1
ENSMUSG00000094493	Olfr700	chr7:106805395-106808834		-1
ENSMUSG00000109861	4930458B22Rik	chr7:106809931-106814102		-1
ENSMUSG00000047594	Olfr1122	chr2:87385849-87391930		1
ENSMUSG00000099810	Gm29509	chr6:117899201-117899521		1
ENSMUSG00000082028	Gm1826	chr2:87393483-87394644		1
ENSMUSG00000043274	Olfr1123	chr2:87416635-87423211		1
ENSMUSG00000036744	Olfr701	chr7:106814129-106821472		1
ENSMUSG00000037355	Uvssa	chr5:33378549-33419754		1
ENSMUSG00000050772	Olfr1124	chr2:87430275-87436623		1
ENSMUSG00000058194	Olfr1126	chr2:87453962-87458911		1
ENSMUSG00000106219	5830416I19Rik	chr5:64044978-64050228		1
ENSMUSG00000020691	Mettl2	chr11:105126425-105140394		1
ENSMUSG00000022199	Slc22a17	chr14:54906304-54913132		-1
ENSMUSG00000057554	Lgals8	chr13:12439415-12464944		-1
ENSMUSG00000107608	Gm43863	chr6:117916531-117917722		-1
ENSMUSG00000042079	Hnrnpf	chr6:117900324-117925622		1
ENSMUSG00000085911	Gm14061	chr2:138589392-138649122		1
ENSMUSG00000081009	Gm14065	chr2:138872023-138872607		1
ENSMUSG00000082526	Gm14067	chr2:138916619-138916932		-1
ENSMUSG00000082285	Gm14069	chr2:139175897-139176125		-1
ENSMUSG00000081799	Gm14071	chr2:139383832-139384340		-1
ENSMUSG00000039092	Sptlc3	chr2:139493913-139637674		1
ENSMUSG00000069808	Fam57a	chr11:76179671-76214827		1
ENSMUSG00000049396	Gemin4	chr11:76210571-76217664		-1
ENSMUSG00000017286	Glod4	chr11:76120987-76243725		-1
ENSMUSG00000113931	Gm5928	chr13:12425140-12425605		-1
ENSMUSG00000083524	Mup-ps21	chr4:62029342-62031662		-1
ENSMUSG00000004895	Prcc	chr3:87858903-87885608		-1
ENSMUSG00000115209	CT025535.1	chr14:45442754-45447073		-1
ENSMUSG00000042087	4933440N22Rik	chr6:117905808-117907760		-1
ENSMUSG00000085071	Gm14066	chr2:139256876-139677714		-1
ENSMUSG00000081965	Gm11620	chr11:105164776-105166620		-1
ENSMUSG00000026974	Zmynd19	chr2:24949792-24962075		1
ENSMUSG00000020471	Pold2	chr11:5872180-5878292		-1
ENSMUSG00000020473	Aebp1	chr11:5861947-5872088		1
ENSMUSG00000084985	Gm16135	chr10:62998779-62999689		1
ENSMUSG00000020069	Hnrnph3	chr10:63014664-63024217		-1
ENSMUSG00000083838	Gm11957	chr11:4129372-4130150		-1
ENSMUSG00000050628	Ubald2	chr11:116434094-116439077		1
ENSMUSG00000038046	Mrm3	chr11:76243715-76250619		1
ENSMUSG00000024402	Lta	chr17:35203165-35205351		-1
ENSMUSG00000099681	1700052K11Rik	chr11:105177726-105181433		-1
ENSMUSG00000070331	Qrich2	chr11:116441325-116466241		-1
ENSMUSG00000020694	Tlk2	chr11:105178807-105283959		1
ENSMUSG00000020070	Rufy2	chr10:62980223-63017210		1
ENSMUSG00000017288	Vps53	chr11:76046226-76179647		-1
ENSMUSG00000051427	Ccdc157	chr11:4141123-4160293		-1
ENSMUSG00000024052	Lpin2	chr17:71182560-71249817		1
ENSMUSG00000086826	Gm11739	chr11:116466319-116474274		1
ENSMUSG00000015869	Prpsap1	chr11:116470845-116494202		-1
ENSMUSG00000003581	Rnf215	chr11:4135202-4141172		1
ENSMUSG00000078672	Mup20	chr4:62050234-62054158		-1
ENSMUSG00000056863	Olfr702	chr7:106823489-106833893		-1
ENSMUSG00000024978	Gpam	chr19:55069734-55099451		-1
ENSMUSG00000042419	Nfkbil1	chr17:35220175-35235792		-1
ENSMUSG00000024403	Atp6v1g2	chr17:35233660-35238767		1
ENSMUSG00000081650	Gm16181	chr17:35220834-35224134		1
ENSMUSG00000086818	Ctrcos	chr4:141844321-141846990		1
ENSMUSG00000028914	Casp9	chr4:141793612-141815976		1
ENSMUSG00000054128	H2-T3	chr17:36185572-36190287		-1
ENSMUSG00000074643	Cpne1	chr2:156071842-156111965		-1
ENSMUSG00000062478	Ctrc	chr4:141814962-141846359		-1
ENSMUSG00000074766	Ism1	chr2:139678178-139758581		1
ENSMUSG00000038057	Dbil5	chr11:76217608-76218666		1
ENSMUSG00000058579	Cela2a	chr4:141814962-141826160		-1
ENSMUSG00000080701	Gm12340	chr11:76144258-76144719		1
ENSMUSG00000025839	Pramel7	chr2:87489087-87497093		-1
ENSMUSG00000039033	Tasp1	chr2:139833480-140066805		-1
ENSMUSG00000034730	Adgrb1	chr15:74516195-74589465		1
ENSMUSG00000082645	Gm15481	chr5:122253002-122253540		1
ENSMUSG00000038593	Tctn1	chr5:122237848-122264460		-1
ENSMUSG00000064267	Hvcn1	chr5:122206804-122242297		1
ENSMUSG00000029171	Pgm1	chr5:64092950-64128351		1
ENSMUSG00000084889	Gm12148	chr11:43385482-43387183		1
ENSMUSG00000030225	Dera	chr6:137754546-137857340		1
ENSMUSG00000025838	Pramel6	chr2:87506565-87510872		1
ENSMUSG00000081762	Gm13738	chr2:87517032-87517500		-1
ENSMUSG00000083267	Olfr1127-ps1	chr2:87523482-87524373		-1
ENSMUSG00000082908	Gm13736	chr2:87526145-87526397		1
ENSMUSG00000061520	Olfr153	chr2:87531796-87533053		1
ENSMUSG00000075156	Olfr1128	chr2:87544607-87545542		-1
ENSMUSG00000047641	Krt87	chr15:101431038-101438804		-1
ENSMUSG00000082417	Gm13740	chr2:87546893-87547202		-1
ENSMUSG00000081132	Gm13744	chr2:87559920-87560769		-1
ENSMUSG00000083688	Gm13743	chr2:87562997-87563720		-1
ENSMUSG00000062272	Olfr1129	chr2:87573902-87577259		1
ENSMUSG00000059205	Olfr1130	chr2:87606212-87609852		1
ENSMUSG00000063971	Krt88	chr15:101447744-101453907		1
ENSMUSG00000068819	Olfr1131	chr2:87627104-87630203		1
ENSMUSG00000068818	Olfr1132	chr2:87632583-87637535		-1
ENSMUSG00000082428	Gm13742	chr2:87640337-87640793		-1
ENSMUSG00000067615	Krt81	chr15:101459061-101463751		-1
ENSMUSG00000075155	Olfr1133	chr2:87645180-87647374		-1
ENSMUSG00000111747	Olfr1134	chr2:87655673-87658460		-1
ENSMUSG00000075153	Olfr1135	chr2:87669835-87673664		-1
ENSMUSG00000067614	Krt86	chr15:101473478-101479986		1
ENSMUSG00000075151	Olfr1136	chr2:87692881-87693947		-1
ENSMUSG00000020415	Pttg1	chr11:43420250-43426251		-1
ENSMUSG00000075150	Olfr1137	chr2:87708873-87713179		-1
ENSMUSG00000075149	Olfr1138	chr2:87736747-87739978		-1
ENSMUSG00000116011	AC103674.1	chr15:101480296-101483312		1
ENSMUSG00000067847	Romo1	chr2:156144039-156145797		1
ENSMUSG00000115109	AC163280.1	chr14:34768956-34770055		-1
ENSMUSG00000097310	A930038B10Rik	chr14:34759402-34770553		1
ENSMUSG00000073901	Olfr703	chr7:106843360-106846207		1
ENSMUSG00000073900	Olfr704	chr7:106863185-106870921		1
ENSMUSG00000098950	Gm28036	chr2:156071845-156127092		-1
ENSMUSG00000109058	Olfr705	chr7:106871870-106876891		-1
ENSMUSG00000084207	Gm14070	chr2:139863297-139863724		1
ENSMUSG00000080006	Rps19-ps7	chr2:140073032-140073469		-1
ENSMUSG00000083110	Gm14073	chr2:140110022-140110402		-1
ENSMUSG00000103219	Gm37787	chr1:171634879-171636022		1
ENSMUSG00000050332	Amer1	chrX:95420318-95444872		-1
ENSMUSG00000038179	Slamf7	chr1:171632403-171653035		-1
ENSMUSG00000027618	Nfs1	chr2:156123639-156144186		-1
ENSMUSG00000045624	Esf1	chr2:140119883-140170564		-1
ENSMUSG00000081775	Gm12420	chr4:84697863-84698910		1
ENSMUSG00000101894	1700016P04Rik	chr6:13413337-13415996		1
ENSMUSG00000110546	Gm45734	chr8:72035245-72035655		1
ENSMUSG00000086413	Gm12415	chr4:84741475-84742291		1
ENSMUSG00000113664	Gm47184	chr12:83505082-83505579		1
ENSMUSG00000110643	Gm18924	chr8:72036069-72036588		-1
ENSMUSG00000071510	Olfr172	chr16:58759544-58763176		-1
ENSMUSG00000027384	Ndufaf5	chr2:140170649-140203689		1
ENSMUSG00000069998	Olfr372	chr8:72041218-72060630		1
ENSMUSG00000110096	Gm45544	chr8:72047428-72047515		1
ENSMUSG00000074764	Sel1l2	chr2:140229855-140389706		-1
ENSMUSG00000083139	Gm12418	chr4:84915896-84916837		1
ENSMUSG00000080303	Gm12419	chr4:84923554-84924189		-1
ENSMUSG00000103285	Gm37274	chr2:156084610-156086291		-1
ENSMUSG00000038070	Cntln	chr4:84884309-85131921		1
ENSMUSG00000089824	Rbm12	chr2:156091958-156111978		-1
ENSMUSG00000115826	AC114572.1	chr14:35219139-35219438		-1
ENSMUSG00000115277	AC154730.1	chr14:35548132-35549126		-1
ENSMUSG00000041078	Grid1	chr14:34820108-35583379		1
ENSMUSG00000107500	Gm2796	chr6:13461462-13461957		-1
ENSMUSG00000081318	Rpl36-ps1	chr11:116504536-116504838		1
ENSMUSG00000036850	Mrpl41	chr2:24974117-24975098		-1
ENSMUSG00000021336	Slc17a4	chr13:23895890-23915009		-1
ENSMUSG00000026975	Dph7	chr2:24962400-24972163		1
ENSMUSG00000115370	AC154436.1	chr14:30804379-30805160		1
ENSMUSG00000083274	Zcchc9-ps	chr2:141127280-141128065		1
ENSMUSG00000082412	Fau-ps1	chr2:141838789-141839339		1
ENSMUSG00000074763	Macrod2os2	chr2:141229670-141235426		-1
ENSMUSG00000051379	Flrt3	chr2:140650914-140671469		-1
ENSMUSG00000100779	Gm29292	chr11:116529215-116533077		-1
ENSMUSG00000028973	Abcb8	chr5:24393663-24410054		1
ENSMUSG00000061878	Sphk1	chr11:116530925-116536674		1
ENSMUSG00000068205	Macrod2	chr2:140395309-142392966		1
ENSMUSG00000049362	Olfr173	chr16:58795207-58800268		-1
ENSMUSG00000093768	Gm20650	chr7:126891622-126897236		1
ENSMUSG00000060538	Tmem219	chr7:126886171-126922917		-1
ENSMUSG00000021222	Dcaf4	chr12:83520466-83541920		1
ENSMUSG00000109354	Olfr706	chr7:106882589-106888162		-1
ENSMUSG00000022367	Has2	chr15:56665627-56694539		-1
ENSMUSG00000004988	Fxyd4	chr6:117933559-117937692		-1
ENSMUSG00000086541	Has2os	chr15:56689944-56778399		1
ENSMUSG00000083852	Gm13007	chr4:135997523-135997887		1
ENSMUSG00000028668	Eloa	chr4:136003368-136021763		-1
ENSMUSG00000086450	Macrod2os1	chr2:141230431-141286991		-1
ENSMUSG00000081731	Calr-ps	chr2:140955765-140956249		-1
ENSMUSG00000104377	Gm37515	chr3:155904509-155908325		1
ENSMUSG00000029569	Tmem168	chr6:13580687-13608100		-1
ENSMUSG00000107432	Gm36189	chr6:88882655-88883177		1
ENSMUSG00000104553	9330178D15Rik	chr3:155976354-156008592		1
ENSMUSG00000085714	Gm13008	chr4:136003566-136010937		1
ENSMUSG00000097995	Gm24362	chr4:136018071-136018486		-1
ENSMUSG00000104826	Gm42947	chr3:156040102-156045856		-1
ENSMUSG00000020695	Mrc2	chr11:105292643-105351139		1
ENSMUSG00000110522	Gm45735	chr8:72078774-72079092		-1
ENSMUSG00000008318	Relt	chr7:100845847-100863446		-1
ENSMUSG00000002870	Mcm2	chr6:88883474-88898780		-1
ENSMUSG00000031204	Asb12	chrX:95470201-95557987		-1
ENSMUSG00000107040	Gm43791	chr5:35031870-35033445		-1
ENSMUSG00000109990	Gm45543	chr8:72089668-72089755		1
ENSMUSG00000061561	Olfr373	chr8:72083177-72103084		1
ENSMUSG00000110596	Gm45859	chr1:72706289-72706502		-1
ENSMUSG00000060663	Olfr175-ps1	chr16:58823662-58826782		-1
ENSMUSG00000105949	Gm6510	chr3:156060891-156062063		1
ENSMUSG00000081125	Rpl26-ps5	chr2:142570508-142570946		1
ENSMUSG00000046330	Rpl37a	chr1:72711290-72713813		1
ENSMUSG00000051236	Msrb3	chr10:120781096-120899101		-1
ENSMUSG00000078627	March10	chr11:105360798-105456735		-1
ENSMUSG00000069390	Olfr707	chr7:106890446-106901241		-1
ENSMUSG00000020802	Ube2o	chr11:116537740-116581447		-1
ENSMUSG00000046881	Olfr374	chr8:72107040-72118200		1
ENSMUSG00000103137	Gm37981	chr1:171679336-171679870		-1
ENSMUSG00000087480	Gm15910	chr10:120857629-120863326		1
ENSMUSG00000103083	A630035G10Rik	chr1:171676684-171681980		-1
