ensg	name	tss_loc	strand	ivd cardio CM	ivd cardio ESC	ivd cardio MES	ivd exendo ctrl	ivd exendo prdm14kd	ivd mneu ESCD0	ivd mneu MND4	ivd ra ctrl	ivd ra D4
ENSMUSG00000032839	Trpc1	chr9:95750358-95750358	-1	454.0	406.0	370.0	274.0	254.0	312.0	453.0	304.0	461.0
ENSMUSG00000068742	Cry2	chr2:92434043-92434043	-1	783.0	723.0	690.0	937.0	785.0	689.5	1056.0	1246.5	876.0
ENSMUSG00000042303	Sgsm3	chr15:80977765-80977765	1	219.0	727.0	295.0	588.0	521.0	454.5	362.0	804.5	584.0
ENSMUSG00000015112	Slc25a13	chr6:6191317-6191317	-1	2249.0	3153.0	2453.0	2727.0	2516.0	1824.5	252.5	2727.5	1096.5
ENSMUSG00000031012	Cask	chrX:13846578-13846578	-1	1551.0	1264.0	1965.0	1143.0	1660.0	1980.5	3105.5	839.0	990.0
ENSMUSG00000019132	BC005537	chr13:24801657-24801657	1	2449.0	4302.0	5177.0	2244.0	2448.0	3031.0	5379.0	4272.5	3126.0
ENSMUSG00000020900	Myh10	chr11:68691915-68691915	1	35463.0	3497.0	3915.0	4791.0	4944.0	4167.5	7268.0	2644.5	26424.0
ENSMUSG00000020747	2310067B10Rik	chr11:115765433-115765433	1	3769.0	1535.0	864.0	1573.0	1173.0	672.0	1812.0	1102.5	1393.0
ENSMUSG00000068744	Psrc1	chr3:108383839-108383839	1	2389.0	3826.0	2138.0	6491.0	6072.0	5097.5	738.5	3165.0	3818.5
ENSMUSG00000052551	Adarb2	chr13:8202866-8202866	1	69.0	6305.0	1461.0	5321.0	4766.0	16765.5	67.5	4278.5	398.5
ENSMUSG00000028040	Efna4	chr3:89338028-89338028	-1	256.0	227.0	982.0	175.0	293.0	227.0	227.0	198.5	563.5
ENSMUSG00000022962	Gart	chr16:91646952-91646952	-1	1617.0	15577.0	10931.0	9358.0	8552.0	10321.0	1892.5	12545.0	5014.5
ENSMUSG00000062542	Syt9	chr7:107370790-107370790	1	36.0	949.0	287.0	679.0	527.0	699.5	41.0	537.0	58.0
ENSMUSG00000018585	Atox1	chr11:55461239-55461239	-1	514.0	1232.0	2506.0	1001.0	1195.0	5299.5	2293.5	1804.5	1305.0
ENSMUSG00000035790	Cep19	chr16:32099800-32099800	1	307.0	212.0	414.0	307.0	238.0	323.0	483.0	406.5	194.5
ENSMUSG00000021244	Ylpm1	chr12:84996321-84996321	1	1365.0	3086.0	2157.0	3133.0	3511.0	2455.0	2076.5	3677.5	3090.5
ENSMUSG00000066009	Gm13051	chr4:146097298-146097298	1	247.0	2503.0	717.0	4215.0	4463.0	6647.5	37.0	4622.0	595.0
ENSMUSG00000058056	Palld	chr8:61902669-61902669	-1	3848.0	410.0	235.0	458.0	566.0	697.5	485.5	516.0	5164.0
ENSMUSG00000020261	Slc36a1	chr11:55204350-55204350	1	270.0	456.0	479.0	610.0	428.0	182.5	421.0	563.5	637.5
ENSMUSG00000031429	Psmd10	chrX:140956689-140956689	-1	477.0	503.0	632.0	409.0	330.0	601.5	548.5	486.0	360.0
ENSMUSG00000048895	Cdk5r1	chr11:80477023-80477023	1	37.0	17.0	44.0	1.0	13.0	33.0	3657.5	34.0	19.0
ENSMUSG00000055296	Tmem245	chr4:56947437-56947437	-1	4234.0	2249.0	822.0	3904.0	4234.0	1342.0	1008.5	3257.0	3695.0
ENSMUSG00000026199	Ankzf1	chr1:75192151-75192151	1	931.0	884.0	275.0	582.0	517.0	217.0	213.0	401.0	230.5
ENSMUSG00000030374	Strn4	chr7:16815889-16815889	1	4244.0	3623.0	3695.0	3364.0	3187.0	3084.5	4224.5	2911.5	3303.0
ENSMUSG00000058571	Gpc6	chr14:116925531-116925531	1	3198.0	111.0	505.0	65.0	148.0	310.0	380.5	106.5	3186.5
ENSMUSG00000068923	Syt11	chr3:88752051-88752051	-1	768.0	226.0	162.0	195.0	150.0	1528.5	14860.0	474.0	610.5
ENSMUSG00000028069	Gpatch4	chr3:88043108-88043108	1	125.0	1051.0	1203.0	852.0	942.0	1916.5	479.0	1209.5	421.5
ENSMUSG00000026872	Zeb2	chr2:45117395-45117395	-1	1247.0	78.0	358.0	41.0	37.0	506.0	1362.0	70.5	706.5
ENSMUSG00000041153	Osgin2	chr4:16013888-16013888	-1	209.0	462.0	658.0	337.0	336.0	397.5	332.0	493.5	281.5
ENSMUSG00000028251	Tstd3	chr4:21767212-21767212	-1	431.0	576.0	288.0	557.0	413.0	347.0	579.0	225.5	367.0
ENSMUSG00000040524	Zfp609	chr9:65827564-65827564	-1	3924.0	1935.0	2010.0	1987.0	2531.0	2119.5	1208.5	1047.0	4121.0
ENSMUSG00000075705	Msrb1	chr17:24736642-24736642	1	412.0	385.0	655.0	338.0	288.0	749.5	668.0	465.5	487.0
ENSMUSG00000032423	Syncrip	chr9:88482248-88482248	-1	4964.0	8453.0	21711.0	7025.0	7224.0	8145.0	6922.0	11393.0	11393.0
ENSMUSG00000022706	Mrpl40	chr16:18876767-18876767	-1	556.0	1555.0	1409.0	1048.0	1005.0	2556.0	878.5	1068.0	510.5
ENSMUSG00000047003	Zfp41	chr15:75616679-75616679	1	467.0	673.0	1683.0	610.0	556.0	1015.5	3474.5	375.5	221.0
ENSMUSG00000041319	Thoc6	chr17:23669643-23669643	-1	323.0	1457.0	1535.0	1060.0	1220.0	1730.5	682.0	1437.5	671.5
ENSMUSG00000019689	1110001J03Rik	chr6:38534823-38534823	1	117.0	278.0	156.0	77.0	48.0	739.0	412.0	207.0	72.0
ENSMUSG00000038884	A230050P20Rik	chr9:20868642-20868642	1	39.0	486.0	78.0	776.0	631.0	230.5	23.5	359.0	52.0
ENSMUSG00000024534	Sncaip	chr18:52767709-52767709	1	199.0	23.0	38.0	18.0	18.0	46.5	628.5	4.0	136.0
ENSMUSG00000014850	Msh3	chr13:92354995-92354995	-1	293.0	843.0	1046.0	824.0	1002.0	816.0	519.0	931.5	478.5
ENSMUSG00000025724	Sec11a	chr7:80947545-80947545	-1	1922.0	699.0	1630.0	1079.0	1066.0	1784.0	1696.5	1423.0	2719.5
ENSMUSG00000032757	Bet1	chr6:4086972-4086972	-1	832.0	783.0	1013.0	626.0	621.0	867.0	703.0	732.0	769.5
ENSMUSG00000047907	Tshz2	chr2:169633013-169633013	1	910.0	5.0	10.0	5.0	3.0	6.0	2128.0	21.0	146.0
ENSMUSG00000068876	Cgn	chr3:94786492-94786492	-1	139.0	454.0	246.0	525.0	1211.0	825.5	66.5	822.5	809.0
ENSMUSG00000038121	Fam210a	chr18:68300333-68300333	-1	2025.0	965.0	1908.0	1102.0	1088.0	1074.0	686.5	996.5	873.0
ENSMUSG00000025138	Sirt7	chr11:120624969-120624969	-1	44.0	155.0	91.0	182.0	196.0	192.5	605.5	425.5	249.0
ENSMUSG00000018567	Gabarap	chr11:69991143-69991143	1	9006.0	1592.0	2464.0	1189.0	1401.0	3402.5	11699.0	1061.0	2544.0
ENSMUSG00000006412	Pfdn2	chr1:171345670-171345670	1	1251.0	1555.0	1224.0	1076.0	1191.0	1808.5	1346.5	2219.5	1115.0
ENSMUSG00000020375	Rufy1	chr11:50431125-50431125	-1	245.0	216.0	311.0	238.0	265.0	220.0	517.5	200.5	198.5
ENSMUSG00000050730	Arhgap42	chr9:9239101-9239101	-1	204.0	262.0	432.0	300.0	352.0	340.0	478.5	293.0	699.0
ENSMUSG00000003423	Pih1d1	chr7:45154303-45154303	1	563.0	1048.0	1224.0	339.0	403.0	1965.0	1298.5	804.0	717.5
ENSMUSG00000022702	Hira	chr16:18877037-18877037	1	629.0	2822.0	3453.0	1479.0	1693.0	2684.0	2319.0	3593.5	2225.5
ENSMUSG00000037461	Ints7	chr1:191575636-191575636	1	657.0	2051.0	2766.0	1119.0	1133.0	2201.0	1401.0	2736.5	1343.0
ENSMUSG00000036390	Gadd45a	chr6:67037406-67037406	-1	109.0	1119.0	110.0	1221.0	1260.0	1036.5	229.5	1328.5	1198.5
ENSMUSG00000039233	Tbce	chr13:14039579-14039579	-1	130.0	640.0	391.0	754.0	599.0	1304.5	887.0	380.5	334.0
ENSMUSG00000004044	Ptrf	chr11:100970887-100970887	-1	4537.0	1594.0	77.0	1148.0	1438.0	148.0	4.5	2839.0	3736.0
ENSMUSG00000029038	Ssu72	chr4:155704800-155704800	1	1083.0	2333.0	1855.0	2119.0	2180.0	4352.0	3043.0	2163.5	1684.5
ENSMUSG00000029330	Cds1	chr5:101765130-101765130	1	66.0	601.0	439.0	202.0	250.0	265.5	87.5	493.5	98.0
ENSMUSG00000031516	Dctn6	chr8:34108796-34108796	-1	845.0	306.0	551.0	314.0	276.0	829.0	2512.0	428.0	373.0
ENSMUSG00000028385	Snx30	chr4:59805840-59805840	1	1033.0	1438.0	884.0	877.0	1061.0	422.0	1350.5	770.0	1389.5
ENSMUSG00000048000	Gigyf2	chr1:87326998-87326998	1	2473.0	5583.0	2113.0	4398.0	4285.0	2018.0	1595.0	2870.5	2953.5
ENSMUSG00000073910	Mob3b	chr4:35157484-35157484	-1	108.0	130.0	149.0	111.0	142.0	273.0	75.5	75.0	608.5
ENSMUSG00000040659	Efhd2	chr4:141874920-141874920	-1	6161.0	620.0	1291.0	868.0	945.0	643.0	268.5	547.0	961.0
ENSMUSG00000023755	Rhebl1	chr15:98881404-98881404	-1	113.0	821.0	803.0	455.0	328.0	913.5	173.5	698.5	126.5
ENSMUSG00000026740	Dnajc1	chr2:18219557-18219557	-1	1212.0	764.0	722.0	897.0	873.0	853.0	835.0	754.0	1209.5
ENSMUSG00000026727	Rsu1	chr2:13271333-13271333	-1	1384.0	1006.0	752.0	710.0	776.0	1998.5	802.5	667.0	987.5
ENSMUSG00000015536	Mocs2	chr13:114818236-114818236	1	194.0	453.0	349.0	349.0	301.0	705.0	910.5	415.0	364.5
ENSMUSG00000006219	Fblim1	chr4:141598224-141598224	-1	2315.0	5895.0	618.0	4305.0	2416.0	1127.0	937.5	7037.5	1735.0
ENSMUSG00000068686	Cd59b	chr2:104069849-104069849	1	23.0	283.0	77.0	756.0	801.0	7576.5	55.5	1688.0	146.5
ENSMUSG00000030609	Aen	chr7:78895854-78895854	1	1167.0	3552.0	6212.0	4329.0	4539.0	4723.5	1720.0	5292.0	4129.0
ENSMUSG00000029250	Polr2b	chr5:77310147-77310147	1	3784.0	6041.0	7517.0	8132.0	8033.0	5501.5	4478.0	7022.0	4648.0
ENSMUSG00000032527	Pccb	chr9:101034877-101034877	-1	560.0	845.0	664.0	427.0	407.0	646.0	1048.0	570.5	565.5
ENSMUSG00000031864	Ints10	chr8:68793929-68793929	1	1002.0	1842.0	1653.0	1647.0	1478.0	1788.5	1074.5	1524.0	731.0
ENSMUSG00000052056	Zfp217	chr2:170142678-170142678	-1	2949.0	1865.0	1712.0	1856.0	1593.0	890.5	169.0	1860.5	1325.0
ENSMUSG00000039195	1110008P14Rik	chr2:32381862-32381862	-1	51.0	243.0	216.0	176.0	126.0	862.0	1317.0	233.0	138.5
ENSMUSG00000005442	Cic	chr7:25267704-25267704	1	3832.0	3724.0	1883.0	4310.0	3774.0	1773.5	3286.5	3128.0	3810.0
ENSMUSG00000031176	Dynlt3	chrX:9663003-9663003	-1	1461.0	221.0	317.0	484.0	460.0	191.0	374.0	220.5	443.0
ENSMUSG00000038116	Phf20	chr2:156196466-156196466	1	2382.0	5115.0	2856.0	5012.0	4082.0	2819.5	2429.5	3845.0	2837.0
ENSMUSG00000004631	Sgce	chr6:4747204-4747204	-1	1542.0	99.0	225.0	356.0	507.0	425.5	930.0	145.0	723.5
ENSMUSG00000067274	Rplp0	chr5:115559467-115559467	1	26404.0	41865.0	49294.0	26404.0	25007.0	41865.0	20758.5	29481.0	21566.0
ENSMUSG00000008575	Nfib	chr4:82505770-82505770	-1	582.0	231.0	54.0	291.0	206.0	109.5	568.5	640.5	683.0
ENSMUSG00000006050	Sra1	chr18:36671196-36671196	-1	1535.0	1296.0	1268.0	856.0	1027.0	2249.0	2370.5	1270.0	1318.0
ENSMUSG00000028420	Tmem38b	chr4:53826045-53826045	1	406.0	634.0	166.0	295.0	286.0	6251.5	6118.0	694.5	309.0
ENSMUSG00000028795	Ccdc28b	chr4:129620592-129620592	-1	228.0	22.0	123.0	11.0	14.0	278.0	1338.5	39.0	50.5
ENSMUSG00000070738	Dgkd	chr1:87853287-87853287	1	4311.0	3010.0	2181.0	2334.0	2402.0	1670.0	1936.5	1470.0	1306.5
ENSMUSG00000005687	Bcas2	chr3:103171655-103171655	1	961.0	4803.0	2921.0	2822.0	3098.0	2676.0	1960.5	4680.5	2474.5
ENSMUSG00000028199	Cryz	chr3:154596711-154596711	1	980.0	854.0	373.0	532.0	418.0	402.0	172.5	557.5	392.5
ENSMUSG00000027566	Psma7	chr2:180037384-180037384	-1	3143.0	4075.0	4740.0	3826.0	4015.0	9439.5	8895.5	4362.5	3962.0
ENSMUSG00000022253	Nadk2	chr15:9071260-9071260	1	3471.0	1167.0	2170.0	2030.0	1493.0	1110.5	402.5	1582.5	837.0
ENSMUSG00000030782	Tgfb1i1	chr7:128246812-128246812	1	2737.0	41.0	489.0	29.0	47.0	297.5	451.5	38.5	1249.5
ENSMUSG00000063077	Kif1b	chr4:149307692-149307692	-1	5197.0	1870.0	1848.0	2188.0	2297.0	1464.5	9389.0	1286.5	4121.0
ENSMUSG00000044098	Rsbn1	chr3:103914120-103914120	1	1892.0	1167.0	1317.0	1206.0	1098.0	1014.5	1940.0	1399.5	1121.5
ENSMUSG00000086454	4930500J02Rik	chr2:104559184-104559184	1	34.0	971.0	64.0	1206.0	1175.0	291.5	47.0	307.5	48.5
ENSMUSG00000033007	Asic4	chr1:75450436-75450436	1	20.0	0.0	1.0	0.0	0.0	5.5	1561.0	0.0	0.0
ENSMUSG00000031467	Agpat5	chr8:18846277-18846277	1	893.0	1048.0	2511.0	773.0	917.0	2046.5	1571.5	1777.0	1053.0
ENSMUSG00000049659	Aftph	chr11:20727607-20727607	-1	1000.0	1101.0	994.0	1208.0	1037.0	737.0	1175.0	815.0	960.0
ENSMUSG00000066613	Zfp932	chr5:109996521-109996521	1	229.0	513.0	510.0	634.0	698.0	735.0	475.0	688.0	286.0
ENSMUSG00000005354	Txn2	chr15:77915700-77915700	-1	2138.0	2961.0	5297.0	2616.0	2693.0	4640.0	3025.5	2660.5	1842.5
ENSMUSG00000038235	F11r	chr1:171437535-171437535	1	5349.0	1127.0	1941.0	727.0	1296.0	1314.0	292.0	1541.0	5265.0
ENSMUSG00000040151	Hs2st1	chr3:144570181-144570181	-1	1559.0	712.0	1494.0	535.0	582.0	1050.5	1946.5	690.0	1572.0
ENSMUSG00000023827	Agpat4	chr17:12118704-12118704	1	1702.0	662.0	385.0	1037.0	1323.0	679.0	1214.0	371.5	2861.5
ENSMUSG00000022529	Zfp263	chr16:3744093-3744093	1	823.0	974.0	753.0	1080.0	995.0	535.0	482.0	732.0	441.5
ENSMUSG00000030868	Dctn5	chr7:122133041-122133041	1	1074.0	1106.0	1387.0	1046.0	954.0	1799.5	3185.5	968.5	858.5
ENSMUSG00000093574	Gm20671	chr5:32827109-32827109	-1	0.0	0.0	0.0	0.0	0.0	613.5	1136.0	0.0	0.0
ENSMUSG00000102917	RP23-75G11.4	chr1:33065130-33065130	1	108.0	225.0	195.0	375.0	530.0	264.5	285.5	306.5	199.0
ENSMUSG00000033906	Zdhhc15	chrX:104671064-104671064	-1	822.0	347.0	550.0	623.0	576.0	667.0	422.5	215.0	686.0
ENSMUSG00000039976	Tbc1d16	chr11:119228499-119228499	-1	3418.0	1066.0	2703.0	688.0	733.0	1311.0	6096.5	411.0	781.5
ENSMUSG00000022521	Crebbp	chr16:4213407-4213407	-1	1073.0	809.0	597.0	1803.0	1925.0	1765.0	2056.0	2745.5	3190.0
ENSMUSG00000097589	Dleu2	chr14:61682373-61682373	-1	407.0	522.0	497.0	932.0	987.0	804.5	661.5	611.5	592.5
ENSMUSG00000002319	Ipo4	chr14:55635684-55635684	-1	1483.0	1611.0	3165.0	3302.0	3695.0	4110.0	1558.5	3836.5	4430.5
ENSMUSG00000020366	Mapk9	chr11:49846753-49846753	1	1269.0	1269.0	1067.0	1190.0	1156.0	731.0	2649.0	1006.5	869.0
ENSMUSG00000027011	Ube2e3	chr2:78868124-78868124	1	1706.0	1362.0	3379.0	899.0	932.0	4017.0	6621.5	2159.0	2231.0
ENSMUSG00000032382	Snx1	chr9:66124886-66124886	-1	1896.0	717.0	1826.0	1114.0	1142.0	1522.0	1578.5	728.0	1284.0
ENSMUSG00000097141	Gm10524	chr18:82692284-82692284	1	95.0	856.0	31.0	1066.0	740.0	103.5	157.5	255.0	64.0
ENSMUSG00000058230	Arhgap35	chr7:16614993-16614993	-1	3443.0	3292.0	7723.0	4480.0	5081.0	5840.0	7192.0	6069.5	7101.5
ENSMUSG00000100241	Slc18a3	chr14:32464850-32464850	-1	9.0	1.0	40.0	7.0	9.0	124.5	5681.5	8.0	2.0
ENSMUSG00000028232	Tmem68	chr4:3574809-3574809	-1	567.0	695.0	600.0	485.0	521.0	567.5	660.0	741.5	775.0
ENSMUSG00000028811	Yars	chr4:129189760-129189760	1	2220.0	9155.0	4552.0	6089.0	5017.0	4542.0	4181.0	3507.0	2345.5
ENSMUSG00000000275	Trim25	chr11:88999376-88999376	1	2972.0	5356.0	1868.0	5122.0	5052.0	487.5	91.0	7058.5	2744.5
ENSMUSG00000066551	Hmgb1	chr5:149053040-149053040	-1	16394.0	18808.0	35498.0	14538.0	13564.0	20181.0	20469.0	11379.0	10055.0
ENSMUSG00000062014	Gmfb	chr14:46822242-46822242	-1	1098.0	983.0	3091.0	2056.0	2098.0	3611.5	5869.5	2050.5	2451.5
ENSMUSG00000071748	Gm14698	chrX:68821093-68821093	1	667.0	705.0	917.0	634.0	664.0	845.0	892.0	1002.0	1195.5
ENSMUSG00000001289	Pfdn5	chr15:102326116-102326116	1	4317.0	1868.0	2625.0	1766.0	1498.0	3281.0	4844.0	1655.5	1748.5
ENSMUSG00000034854	Mfsd12	chr10:81357491-81357491	1	297.0	548.0	370.0	532.0	634.0	70.0	266.5	371.5	536.5
ENSMUSG00000069302	Hist1h2ah	chr13:22035568-22035568	-1	5.0	2.0	0.0	339.0	42.0	8161.5	5226.0	2577.5	1302.0
ENSMUSG00000028710	Atpaf1	chr4:115784812-115784812	1	465.0	929.0	773.0	748.0	670.0	1149.0	419.5	730.5	471.5
ENSMUSG00000022885	St6gal1	chr16:23224740-23224740	1	2926.0	278.0	2311.0	122.0	124.0	951.0	1586.0	74.0	450.5
ENSMUSG00000028212	Ccne2	chr4:11191351-11191351	1	689.0	544.0	1846.0	561.0	544.0	1046.0	821.0	794.5	844.0
ENSMUSG00000026516	Nvl	chr1:181144204-181144204	-1	1152.0	4647.0	2992.0	4461.0	4461.0	3427.0	2193.0	3607.0	2363.5
ENSMUSG00000050107	Gsg2	chr11:73138294-73138294	-1	56.0	908.0	807.0	1076.0	977.0	628.5	68.0	910.0	771.0
ENSMUSG00000015656	Hspa8	chr9:40800984-40800984	1	16969.0	29481.0	35427.0	49294.0	49294.0	30327.0	33436.0	31173.0	18771.0
ENSMUSG00000079042	Trim61	chr8:65037096-65037096	-1	116.0	310.0	307.0	393.0	484.0	2482.5	769.5	541.5	71.5
ENSMUSG00000021901	Bap1	chr14:31251450-31251450	1	3155.0	3134.0	3851.0	2516.0	2464.0	3108.5	3806.5	2709.0	2815.5
ENSMUSG00000026709	Dars2	chr1:161070658-161070658	-1	376.0	1481.0	1237.0	1064.0	1037.0	1835.5	495.0	1067.5	442.5
ENSMUSG00000023452	Pisd	chr5:32785585-32785585	-1	1398.0	3730.0	1881.0	3656.0	3375.0	1538.5	4227.5	2644.5	2186.0
ENSMUSG00000046380	Jrk	chr15:74709535-74709535	-1	92.0	302.0	635.0	277.0	286.0	544.5	285.0	203.0	143.5
ENSMUSG00000026860	Sh3glb2	chr2:30359240-30359240	-1	973.0	715.0	619.0	889.0	825.0	980.0	1111.0	835.0	909.5
ENSMUSG00000040506	Ambra1	chr2:91730134-91730134	1	965.0	1614.0	1400.0	1237.0	1323.0	2254.0	2265.0	1683.0	1346.0
ENSMUSG00000046709	Mapk10	chr5:103100081-103100081	-1	16.0	11.0	23.0	3.0	15.0	146.5	937.0	23.5	15.0
ENSMUSG00000041258	Zfp236	chr18:82692883-82692883	-1	1037.0	548.0	588.0	770.0	670.0	437.0	502.0	575.0	852.0
ENSMUSG00000053768	Chchd3	chr6:32892330-32892330	-1	2113.0	2470.0	2604.0	1726.0	1493.0	3401.5	2197.5	1836.5	1191.0
ENSMUSG00000038679	Trps1	chr15:50889691-50889691	-1	776.0	1313.0	669.0	1572.0	1251.0	298.5	681.5	1454.0	956.0
ENSMUSG00000066007	Zfp600	chr4:146156824-146156824	1	78.0	3164.0	166.0	5294.0	8097.0	3537.0	70.0	4419.5	442.5
ENSMUSG00000027286	Lrrc57	chr2:120609315-120609315	-1	211.0	485.0	369.0	260.0	328.0	275.5	234.5	609.5	246.5
ENSMUSG00000030588	Yif1b	chr7:29238329-29238329	1	1004.0	1922.0	1605.0	1042.0	1185.0	1851.0	822.5	1828.5	887.0
ENSMUSG00000028527	Ak4	chr4:101419277-101419277	1	3412.0	2087.0	349.0	1914.0	1468.0	392.5	86.0	4887.5	2020.5
ENSMUSG00000036158	Prickle1	chr15:93595891-93595891	-1	2967.0	43.0	1819.0	90.0	128.0	2494.5	441.0	154.5	1433.0
ENSMUSG00000034826	Nup54	chr5:92435219-92435219	-1	1122.0	2260.0	2578.0	2319.0	2035.0	1886.0	878.0	2899.0	1319.0
ENSMUSG00000043257	Pigv	chr4:133672647-133672647	-1	372.0	314.0	369.0	548.0	444.0	367.0	222.5	188.0	197.5
ENSMUSG00000021250	Fos	chr12:85473890-85473890	1	107.0	17.0	90.0	22.0	51.0	10.5	22.0	792.5	3864.0
ENSMUSG00000028737	Aldh4a1	chr4:139622866-139622866	1	188.0	2255.0	2244.0	1848.0	2283.0	1385.0	237.0	1724.0	1582.0
ENSMUSG00000033157	Abhd10	chr16:45742955-45742955	-1	292.0	654.0	428.0	358.0	304.0	659.5	604.5	383.5	299.0
ENSMUSG00000039810	Zc3h10	chr10:128547774-128547774	-1	530.0	825.0	694.0	388.0	355.0	465.0	373.5	565.0	342.5
ENSMUSG00000021338	Lrrc16a	chr13:24108584-24108584	-1	973.0	500.0	438.0	750.0	722.0	692.0	116.5	553.5	1938.5
ENSMUSG00000041025	Iffo2	chr4:139530548-139530548	1	864.0	356.0	305.0	305.0	451.0	573.0	331.5	254.5	1873.0
ENSMUSG00000028391	Wdr31	chr4:62468888-62468888	-1	372.0	386.0	419.0	751.0	1018.0	683.5	501.0	388.0	285.0
ENSMUSG00000052373	Mpp3	chr11:102026094-102026094	-1	26.0	46.0	18.0	35.0	19.0	69.5	1175.5	43.0	31.0
ENSMUSG00000061353	Cxcl12	chr6:117168535-117168535	1	12970.0	8.0	284.0	1.0	11.0	937.5	306.5	25.0	294.5
ENSMUSG00000034621	Gpatch8	chr11:102556199-102556199	-1	1746.0	1776.0	1367.0	2604.0	2173.0	1508.0	1967.0	1851.0	1865.5
ENSMUSG00000047388	Atmin	chr8:116943393-116943393	1	789.0	2247.0	1501.0	5181.0	4471.0	1482.5	1061.5	2853.5	901.5
ENSMUSG00000036377	C530008M17Rik	chr5:76657683-76657683	1	4194.0	118.0	255.0	33.0	35.0	365.5	4094.5	54.0	277.5
ENSMUSG00000035969	Rusc2	chr4:43381979-43381979	1	1553.0	945.0	37.0	575.0	426.0	34.5	2348.0	551.5	1028.5
ENSMUSG00000060534	Dcc	chr18:72351069-72351069	-1	58.0	105.0	34.0	49.0	150.0	81.0	639.0	33.5	125.5
ENSMUSG00000020300	Cpeb4	chr11:31872226-31872226	1	1809.0	748.0	623.0	648.0	628.0	358.5	2083.5	1214.0	1438.5
ENSMUSG00000032946	Rasgrp2	chr19:6399340-6399340	1	34.0	963.0	228.0	670.0	647.0	994.0	29.0	621.0	17.5
ENSMUSG00000087598	Zfp111	chr7:24208149-24208149	-1	198.0	339.0	666.0	427.0	460.0	250.0	160.5	239.5	106.0
ENSMUSG00000028999	Rint1	chr5:23787711-23787711	1	384.0	329.0	296.0	405.0	424.0	297.0	304.0	470.5	522.0
ENSMUSG00000040423	Rc3h1	chr1:160906418-160906418	1	2385.0	1059.0	1892.0	1432.0	1551.0	1184.5	1918.5	1543.5	2656.5
ENSMUSG00000039294	BC017643	chr11:121229305-121229305	-1	544.0	245.0	668.0	283.0	368.0	325.5	596.5	338.5	522.5
ENSMUSG00000028085	Gatb	chr3:85574119-85574119	1	223.0	370.0	292.0	512.0	497.0	423.0	217.5	261.5	191.0
ENSMUSG00000025264	Tsr2	chrX:151096543-151096543	-1	449.0	819.0	1161.0	920.0	845.0	1505.0	791.5	1079.5	389.5
ENSMUSG00000056899	Immp2l	chr12:41024090-41024090	1	400.0	515.0	260.0	318.0	288.0	292.0	207.5	478.0	243.0
ENSMUSG00000036466	Megf11	chr9:64385626-64385626	1	23.0	266.0	16.0	146.0	126.0	37.0	1293.5	34.5	43.0
ENSMUSG00000039086	Ss18l1	chr2:180042509-180042509	1	223.0	99.0	66.0	87.0	84.0	48.0	1085.0	103.5	169.5
ENSMUSG00000025507	Pidd1	chr7:141443353-141443353	-1	453.0	853.0	723.0	1752.0	1826.0	1077.5	225.5	915.5	1528.5
ENSMUSG00000047126	Cltc	chr11:86757565-86757565	-1	31232.0	19705.0	29617.0	13040.0	16430.0	15839.5	14873.0	20708.0	69896.0
ENSMUSG00000048960	Prex2	chr1:10993465-10993465	1	520.0	373.0	170.0	575.0	647.0	347.5	139.0	365.5	402.0
ENSMUSG00000041073	Nacad	chr11:6606053-6606053	-1	38.0	15.0	14.0	5.0	4.0	23.0	2665.5	5.0	79.5
ENSMUSG00000056267	Cep70	chr9:99243367-99243367	1	312.0	916.0	184.0	784.0	618.0	413.0	459.0	379.0	256.5
ENSMUSG00000026833	Olfm1	chr2:28205659-28205659	1	351.0	62.0	1278.0	103.0	124.0	412.5	4912.0	37.5	80.5
ENSMUSG00000019312	Grb7	chr11:98446834-98446834	1	146.0	1302.0	438.0	1068.0	1033.0	587.5	1.0	1039.0	280.5
ENSMUSG00000019082	Slc25a22	chr7:141434594-141434594	-1	683.0	393.0	1069.0	288.0	288.0	439.0	1016.5	423.5	636.0
ENSMUSG00000000214	Th	chr7:142900014-142900014	-1	40.0	1.0	2.0	2.0	4.0	3.5	1436.0	0.0	1.0
ENSMUSG00000031575	Ash2l	chr8:25840779-25840779	-1	2707.0	8112.0	3497.0	7093.0	7408.0	3867.0	3132.0	6280.5	4728.0
ENSMUSG00000052353	Cemip	chr7:84086502-84086502	-1	80.0	88.0	143.0	77.0	196.0	8.0	10.0	28.5	1736.0
ENSMUSG00000004642	Slbp	chr5:33652345-33652345	-1	1368.0	2063.0	4634.0	3146.0	3034.0	4833.0	2107.5	5096.5	2269.5
ENSMUSG00000050288	Fzd2	chr11:102604396-102604396	1	2799.0	70.0	748.0	63.0	130.0	3109.0	1410.0	74.0	2480.0
ENSMUSG00000032115	Hyou1	chr9:44379490-44379490	1	2136.0	5295.0	9541.0	11658.0	10034.0	4958.5	2184.0	10132.0	15546.0
ENSMUSG00000033326	Kdm4a	chr4:118180043-118180043	-1	2608.0	4329.0	1313.0	2914.0	2682.0	1826.5	3647.0	2495.0	2996.5
ENSMUSG00000027276	Jag1	chr2:137116644-137116644	-1	4676.0	140.0	426.0	297.0	230.0	237.5	120.5	1271.0	752.0
ENSMUSG00000022978	Mis18a	chr16:90727404-90727404	-1	289.0	581.0	774.0	416.0	404.0	1072.5	365.0	542.0	322.5
